term,estimate,std.error,statistic,p.value,sex,model
ckd_cat2eGFR 90 - <105,0.16616881695648902,0.05001913189720153,3.3221051756355218,8.934101084591254e-4,female,resp
ckd_cat2eGFR 60 - <75,0.0901742333596632,0.04624953020770708,1.9497329584687642,0.05120795585451083,female,resp
ckd_cat2eGFR 45 - <60,0.1275082294878009,0.054094402160615444,2.35714277993511,0.018416164405471145,female,resp
ckd_cat2eGFR <45,0.23970820720616945,0.06046115386763361,3.9646647784949294,7.349916140946097e-5,female,resp
age,0.03492052674379199,0.002113924640879197,16.51928648188153,2.6653257058795338e-61,female,resp
WIMD_2011_DECILE,-0.005344608841446407,0.0059420455805180225,-0.8994560491036269,0.3684097961681817,female,resp
SMOKING_STATUSNon_smoker,-0.15869700054353036,0.0539514686732567,-2.941476931881841,0.003266511712652973,female,resp
SMOKING_STATUSSmoker,0.19026719675830378,0.03746537247935479,5.07848138606256,3.8046369894799676e-7,female,resp
mm_count_no_ckd,0.026818359498198007,0.007660299699065503,3.5009543427484484,4.6359526027162177e-4,female,resp
stage_simplified2,0.5212006181557504,0.07960797199702611,6.547090763412748,5.866871073445338e-11,female,resp
stage_simplified3,1.026742979216051,0.06127345478040085,16.75673393798041,5.056491835831608e-63,female,resp
stage_simplified4,1.7407980388757422,0.057065652530448874,30.505180641663458,2.2245982969905192e-204,female,resp
stage_simplifiedUnknown,1.4360300200067024,0.07217815032685865,19.895633422353477,4.4396314829047386e-88,female,resp
ckd_cat2eGFR >=105,-14.971730098127676,3985.8251364289636,-0.0037562435846198107,0.9970029582849451,female,thyroid
ckd_cat2eGFR 90 - <105,0.3753553412848056,0.7264063979893219,0.5167291234270258,0.6053452628797651,female,thyroid
ckd_cat2eGFR 60 - <75,0.5355271704752917,0.5734080782874069,0.933937261705043,0.35033625651790273,female,thyroid
ckd_cat2eGFR 45 - <60,1.3784092359044038,0.6206156782544582,2.2210351497746776,0.026348580757060463,female,thyroid
ckd_cat2eGFR <45,0.6997566194821357,0.6025040616818415,1.1614139455405854,0.24547360042955743,female,thyroid
age,0.09679073668365461,0.022582653547908574,4.286065695438108,1.8186522626557972e-5,female,thyroid
WIMD_2011_DECILE,-0.01731314589959693,0.07782407255495445,-0.22246517473589522,0.8239517805534275,female,thyroid
SMOKING_STATUSNon_smoker,-0.22059969163256696,0.4135276549143524,-0.5334581351717731,0.5937164837583739,female,thyroid
SMOKING_STATUSSmoker,0.623484069049276,0.6597626683711914,0.9450126521837326,0.34465241673192054,female,thyroid
mm_count_no_ckd,0.16583753186082653,0.09773849317651906,1.6967473763005358,0.08974443156830507,female,thyroid
stage_simplified2,0.2079900535729874,1.46456954619053,0.14201446023098543,0.8870685838407241,female,thyroid
stage_simplified3,1.520906330002971,1.1855019225960288,1.2829218586777733,0.19951945389950684,female,thyroid
stage_simplified4,2.4193882637969546,1.0645572934139722,2.2726707888479347,0.02304602624069255,female,thyroid
stage_simplifiedUnknown,2.3964866111252676,1.0536485288281514,2.2744649145864573,0.022938048300707635,female,thyroid
